title,link,authors,publication
An ant algorithm hyperheuristic for the project presentation scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:j8SEvjWlNXcC,"E Burke, G Kendall, DL Silva, R O'Brien, E Soubeiga","2005 IEEE Congress on Evolutionary Computation 3, 2263-2270, 2005"
Iterated local search vs. hyper-heuristics: Towards general-purpose search algorithms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:DJbcl8HfkQkC,"E Burke, T Curtois, M Hyde, G Kendall, G Ochoa, S Petrovic, ...","IEEE congress on evolutionary computation, 1-8, 2010"
Fitness evaluation for nurse scheduling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hkOj_22Ku90C,"EK Burke, P De Causmaecker, S Petrovic, GV Berghe","Proceedings of the 2001 Congress on Evolutionary Computation (IEEE Cat. No …, 2001"
Effective local and guided variable neighbourhood search methods for the asymmetric travelling salesman problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Fu2w8maKXqMC,"EK Burke, PI Cowling, R Keuthen","Workshops on Applications of Evolutionary Computation, 203-212, 2001"
Empirical evaluation of pareto efficient multi-objective regression test case prioritisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:vVJNg6_NJEsC,"MG Epitropakis, S Yoo, M Harman, EK Burke","Proceedings of the 2015 International Symposium on Software Testing and …, 2015"
Monte carlo hyper-heuristics for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:3htObqc8RwsC,"EK Burke, G Kendall, M Mısır, E Özcan","Annals of Operations Research 196 (1), 73-90, 2012"
A simulated annealing hyper-heuristic methodology for flexible decision support,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:EYYDruWGBe4C,"R Bai, J Blazewicz, EK Burke, G Kendall, B McCollum","4OR 10 (1), 43-66, 2012"
Multiple-retrieval case-based reasoning for course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kzcrU_BdoSEC,"EK Burke, BL MacCarthy, S Petrovic, R Qu","Journal of the Operational Research Society 57 (2), 148-162, 2006"
Effective learning hyper-heuristics for the course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QsKbpXNoaWkC,"JA Soria-Alcaraz, G Ochoa, J Swan, M Carpio, H Puga, EK Burke","European Journal of Operational Research 238 (1), 77-86, 2014"
A multi-agent based cooperative approach to scheduling and routing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:U0iAMwwPxtsC,"S Martin, D Ouelhadj, P Beullens, E Ozcan, AA Juan, EK Burke","European Journal of Operational Research 254 (1), 169-178, 2016"
On improving genetic programming for symbolic regression,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:yB1At4FlUx8C,"S Gustafson, EK Burke, N Krasnogor","2005 IEEE Congress on Evolutionary Computation 1, 912-919, 2005"
Hybrid graph heuristics within a hyper-heuristic approach to exam timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UHK10RUVsp4C,"E Burke, M Dror, S Petrovic, R Qu","The next wave in computing, optimization, and decision technologies, 79-91, 2005"
A dynamic archive niching differential evolution algorithm for multimodal optimization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OzeSX8-yOCQC,"MG Epitropakis, X Li, EK Burke","2013 IEEE Congress on Evolutionary Computation, 79-86, 2013"
An investigation of fuzzy multiple heuristic orderings in the construction of university examination timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WZBGuue-350C,"H Asmuni, EK Burke, JM Garibaldi, B McCollum, AJ Parkes","Computers & Operations Research 36 (4), 981-1001, 2009"
"ProCKSI: a decision support system for protein (structure) comparison, knowledge, similarity and information",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9Nmd_mFXekcC,"D Barthel, JD Hirst, J Błażewicz, EK Burke, N Krasnogor","BMC bioinformatics 8 (1), 1-22, 2007"
"Heuristic, meta-heuristic and hyper-heuristic approaches for fresh produce inventory control and shelf space allocation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:vDijr-p_gm4C,"R Bai, EK Burke, G Kendall","Journal of the Operational Research Society 59 (10), 1387-1397, 2008"
A genetic algorithm for university timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:KIRwYnRZzWQC,"E Burke, D Elliman, R Weare","AISB Workshop on Evolutionary Computing, 1994"
The falling tide algorithm: a new multi-objective approach for complex workforce scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LPtt_HFRSbwC,"J Li, EK Burke, T Curtois, S Petrovic, R Qu","Omega 40 (3), 283-293, 2012"
A tabu-based large neighbourhood search methodology for the capacitated examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LkGwnXOMwfcC,"S Abdullah, S Ahmadi, EK Burke, M Dror, B McCollum","Journal of the Operational Research Society 58 (11), 1494-1502, 2007"
The trade-off between taxi time and fuel consumption in airport ground movement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:An6A6Jpfc1oC,"S Ravizza, J Chen, JAD Atkin, EK Burke, P Stewart","Public Transport 5 (1), 25-40, 2013"
Automating the packing heuristic design process with genetic programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:L1USKYWJimsC,"EK Burke, MR Hyde, G Kendall, J Woodward","Evolutionary computation 20 (1), 63-89, 2012"
Novel meta-heuristic approaches to nurse rostering problems in Belgian hospitals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:XD-gHx7UXLsC,"P De Causmaecker, GV Berghe","Handbook of Scheduling Algorithms, Models, and Performance Analysis, 1-27, 2004"
Analyzing the landscape of a graph based hyper-heuristic for timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WJVC3Jt7v1AC,"G Ochoa, R Qu, EK Burke","Proceedings of the 11th Annual conference on Genetic and evolutionary …, 2009"
A branch-and-cut procedure for the Udine course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:roLk4NBRz8UC,"EK Burke, J Mareček, AJ Parkes, H Rudová","Annals of Operations Research 194 (1), 71-87, 2012"
A more realistic approach for airport ground movement optimisation with stand holding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:YTuZlYwrTOUC,"S Ravizza, JAD Atkin, EK Burke","Journal of Scheduling 17 (5), 507-520, 2014"
A hybrid placement strategy for the three-dimensional strip packing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6ZxmRoH8BuwC,"SD Allen, EK Burke, G Kendall","European Journal of Operational Research 209 (3), 219-227, 2011"
An extended great deluge approach to the examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:i2xiXl-TujoC,"B McCollum, P McMullan, AJ Parkes, EK Burke, S Abdullah","Proceedings of the 4th multidisciplinary international scheduling: Theory …, 2009"
A survey of hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:AvfA0Oy_GE0C,"EK Burke, M Hyde, G Kendall, G Ochoa, E Ozcan, R Qu","Computer Science Technical Report No. NOTTCS-TR-SUB-0906241418-2747, School …, 2009"
Problem difficulty and code growth in genetic programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LjlpjdlvIbIC,"S Gustafson, A Ekart, E Burke, G Kendall","Genetic Programming and Evolvable Machines 5 (3), 271-290, 2004"
Fuzzy job shop scheduling with lot-sizing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gsN89kCJA0AC,"S Petrovic, C Fayad, D Petrovic, E Burke, G Kendall","Annals of Operations Research 159 (1), 275-292, 2008"
Modelling and solving generalised operational surgery scheduling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:h168fVGZblEC,"A Riise, C Mannino, EK Burke","Computers & Operations Research 66, 1-11, 2016"
A simple heuristically guided search for the timetable problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PR6Y55bgFSsC,"EK Burke, JP Newall, RF Weare","Proceedings of the International ICSC Symposium on Engineering of …, 1998"
The late acceptance hill-climbing heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:mUJArPsKIAAC,"EK Burke, Y Bykov","University of Stirling, Tech. Rep, 2012"
Alignment of protein structures with a memetic evolutionary algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:JQOojiI6XY0C,"B Carr, W Hart, N Krasnogor, J Hirst, E Burke, J Smith","Proceedings of the 4th Annual Conference on Genetic and Evolutionary …, 2002"
Applying simulated annealing and the no fit polygon to the nesting problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BwyfMAYsbu0C,"E Burke, G Kendall, NU Nottingham","Proceedings of the world manufacturing congress, 1999"
An evolutionary squeaky wheel optimization approach to personnel scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:XoXfffV-tXoC,"U Aickelin, EK Burke, J Li","IEEE Transactions on evolutionary computation 13 (2), 433-443, 2008"
Towards improving the utilization of university teaching space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PoWvk5oyLR8C,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","Journal of the Operational Research Society 60 (1), 130-143, 2009"
Indicator-based multi-objective local search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:anf4URPfarAC,"M Basseur, EK Burke","2007 IEEE Congress on Evolutionary Computation, 3100-3107, 2007"
An integer linear programming approach to the single and bi-objective next release problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kUhpeDhEZMUC,"N Veerapen, G Ochoa, M Harman, EK Burke","Information and Software Technology 65, 1-13, 2015"
Case-based reasoning in course timetabling: an attribute graph approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uLbwQdceFCQC,"EK Burke, B MacCarthy, S Petrovic, R Qu","International Conference on Case-Based Reasoning, 90-104, 2001"
Specialised recombinative operators for timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1yQoGdGgb4wC,"E Burke, D Elliman, R Weare","AISB Workshop on Evolutionary Computing, 75-85, 1995"
The speciating island model: An alternative parallel evolutionary algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:zLWjf1WUPmwC,"S Gustafson, EK Burke","Journal of Parallel and Distributed Computing 66 (8), 1025-1036, 2006"
An improved choice function heuristic selection for cross domain heuristic search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ziOE8S1-AIUC,"JH Drake, E Özcan, EK Burke","International Conference on Parallel Problem Solving from Nature, 307-316, 2012"
The scalability of evolved on line bin packing heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:AFXcoJnoRH0C,"JRW E. K. Burke, M. R. Hyde, G. Kendall","Proceedings of the IEEE Congress on Evolutionary Computation (CEC 2007 …, 2007"
Handbook of metaheuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uEM9VtRl8xsC,"EK Burke, M Hyde, G Kendall, G Ochoa, E Ozcan, J Woodward","Hyper-heuristics: an emerging direction in modern search technology, 457-474, 2003"
The second international timetabling competition: Examination timetabling track,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9pM33mqn1YgC,"B McCollum, P McMullan, EK Burke, AJ Parkes, R Qu","Technical Report QUB/IEEE/Tech/ITC2007/-Exam/v4. 0/17, Queen’s University …, 2007"
A survey of search methodologies and automated approaches for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:NJ774b8OgUMC,"R Qu, EK Burke, B McCollum, LTG Merlot, SY Lee","Computer Science Technical Report No. NOTTCS-TR-2006-4, 2006"
A Pareto-based search methodology for multi-objective nurse scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:u-coK7KVo8oC,"EK Burke, J Li, R Qu","Annals of Operations Research 196 (1), 91-109, 2012"
Vehicle Routing and Adaptive Iterated Local Search within the HyFlex Hyper-heuristic Framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:oi2SiIJ9l4AC,"JD Walker, G Ochoa, M Gendreau, EK Burke","International conference on learning and intelligent optimization, 265-276, 2012"
"Applications to timetabling. Handbook of Graph Theory,(Editors: J. Gross and J. Yellen), Chapman Hall",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:F9HO9s0W2bwC,"EK Burke, J Kingston, D De Werra","CRC Press, 2004"
Knowledge discovery in a hyper-heuristic for course timetabling using case-based reasoning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uc_IGeMz5qoC,"EK Burke, BL MacCarthy, S Petrovic, R Qu","International Conference on the Practice and Theory of Automated Timetabling …, 2002"
A combined statistical approach and ground movement model for improving taxi time estimations at airports,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ghEM2AJqZyQC,"S Ravizza, JAD Atkin, MH Maathuis, EK Burke","Journal of the Operational Research Society 64 (9), 1347-1360, 2013"
Four methods for maintenance scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:VLnqNzywnoUC,"EK Burke, JA Clarke, AJ Smith","Artificial Neural Nets and Genetic Algorithms, 264-269, 1998"
Irregular packing using the line and arc no-fit polygon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:-mN3Mh-tlDkC,"EK Burke, RSR Hellier, G Kendall, G Whitwell","Operations Research 58 (4-part-1), 948-970, 2010"
Solving exam timetabling problems with the flex-deluge algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ML0RJ9NH7IQC,"EK Burke, Y Bykov","Proceedings of PATAT 2006, 370-372, 2006"
Aircraft taxi time prediction: comparisons and insights,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:AZju0d2GQJ0C,"S Ravizza, J Chen, JAD Atkin, P Stewart, EK Burke","Applied Soft Computing 14, 397-406, 2014"
An effective heuristic for the two-dimensional irregular bin packing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:8dzOF9BpDQoC,"E López-Camacho, G Ochoa, H Terashima-Marín, EK Burke","Annals of Operations Research 206 (1), 241-264, 2013"
A histogram-matching approach to the evolution of bin-packing strategies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BUYA1_V_uYcC,"R Poli, J Woodward, EK Burke","2007 IEEE Congress on Evolutionary Computation, 3500-3507, 2007"
The influence of the fitness evaluation method on the performance of multiobjective search algorithms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:YFjsv_pBGBYC,"EK Burke, JDL Silva","European Journal of Operational Research 169 (3), 875-897, 2006"
A metaheuristic approach to aircraft departure scheduling at London Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lmc2jWPfTJgC,"JAD Atkin, EK Burke, JS Greenwood, D Reeson","Computer-aided Systems in Public Transport, 235-252, 2008"
"Practice and Theory of Automated Timetabling II Second International Conference, PATAT’97 Toronto, Canada, August 20–22, 1997 Selected Papers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4aZ_i-5WJEQC,"E Burke, M Carter","Conference proceedings PATAT, 136, 1997"
Addressing the pushback time allocation problem at Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_AeoHAGD03cC,"JAD Atkin, G De Maere, EK Burke, JS Greenwood","Transportation Science 47 (4), 584-602, 2013"
Scheduling nurses using a tabu-search hyperheuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:VaXvl8Fpj5cC,"E Burke, E Soubeiga","Proceedings of the 1st Multidisciplinary International Conference on …, 2003"
A Memetic Algorithm for the Maintenance Scheduling Problem.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:z_wVstp3MssC,"EK Burke, AJ Smith","ICONIP (1), 469-472, 1997"
New models and heuristics for component placement in printed circuit board assembly,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uJ-U7cs_P_0C,"EK Burke, PI Cowling, R Keuthen","Proceedings 1999 International Conference on Information Intelligence and …, 1999"
Logic and its Applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:2KloaMYe4IUC,"E Burke, E Foxley","Prentice-Hall, Inc., 1996"
Ceilidh: A course administration and marking system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:xm0LlTxljI0C,"SD Benford, EK Burke, E Foxley","na, 1993"
Adaptive linear combination of heuristic orderings in constructing examination timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:naSTrk-c4S8C,"SA Rahman, A Bargiela, EK Burke, E Özcan, B McCollum, P McMullan","European Journal of Operational Research 232 (2), 287-297, 2014"
Using tree search bounds to enhance a genetic algorithm approach to two rectangle packing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ILKRHgRFtOwC,"KA Dowsland, EA Herbert, G Kendall, E Burke","European Journal of Operational Research 168 (2), 390-402, 2006"
Penalising patterns in timetables: Novel integer programming formulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:aqlVkmm33-oC,"EK Burke, J Mareček, AJ Parkes, H Rudová","Operations research proceedings 2007, 409-414, 2008"
A multi criteria meta-heuristic approach to nurse rostering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hMsQuOkrut0C,"EK Burke, P De Causmaecker, S Petrovic, GV Berghe","Proceedings of the 2002 Congress on Evolutionary Computation. CEC'02 (Cat …, 2002"
A hybrid constraint programming/mixed integer programming framework for the preventive signaling maintenance crew scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:MGPUR4WVBMEC,"SM Pour, JH Drake, LS Ejlertsen, KM Rasmussen, EK Burke","European Journal of Operational Research 269 (1), 341-352, 2018"
Surgical scheduling with simultaneous employment of specialised human resources,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:I858iXPj1OkC,"TAO Silva, MC de Souza, RR Saldanha, EK Burke","European Journal of Operational Research 245 (3), 719-730, 2015"
A standard data format for timetabling instances,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:35r97b3x0nAC,"EK Burke, JH Kingston, PA Pepper","International Conference on the Practice and Theory of Automated Timetabling …, 1997"
Exploring phase-transfer catalysis with molecular dynamics and 3D/4D quantitative structure− selectivity relationships,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hCrLmN-GePgC,"JL Melville, KRJ Lovelock, C Wilson, B Allbutt, EK Burke, B Lygo, JD Hirst","Journal of chemical information and modeling 45 (4), 971-981, 2005"
The Ceilidh system for the automatic grading of students on programming courses,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HIFyuExEbWQC,"SD Benford, EK Burke, E Foxley, CA Higgins","Proceedings of the 33rd annual on Southeast regional conference, 176-182, 1995"
A case study of controlling crossover in a selection hyper-heuristic framework using the multidimensional knapsack problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:I8rxH6phXEkC,"JH Drake, E Özcan, EK Burke","Evolutionary computation 24 (1), 113-141, 2016"
A research agenda for metaheuristic standardization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Vno172sVVMwC,"J Swan, S Adriaensen, M Bishr, EK Burke, JA Clark, P De Causmaecker, ...","Proceedings of the XI metaheuristics international conference, 1-3, 2015"
The cross-domain heuristic search challenge–an international research competition,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Bg7qf7VwUHIC,"EK Burke, M Gendreau, M Hyde, G Kendall, B McCollum, G Ochoa, ...","International Conference on Learning and Intelligent Optimization, 631-634, 2011"
Hyflex: A flexible framework for the design and analysis of hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:GtLg2Ama23sC,"EK Burke, T Curtois, M Hyde, G Kendall, G Ochoa, S Petrovic, ...","Proceedings of the Multidisciplinary International Scheduling Conference …, 2009"
A time predefined variable depth search for nurse rostering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:sfnaS5RM6jYC,"EK Burke, T Curtois, R Qu, G Vanden Berghe","INFORMS Journal on Computing 25 (3), 411-419, 2013"
Dispatching rules for production scheduling: A hyper-heuristic landscape analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ODE9OILHJdcC,"G Ochoa, JA Vázquez-Rodríguez, S Petrovic, E Burke","2009 IEEE congress on evolutionary computation, 1873-1880, 2009"
Hybrid Variable Neighborhood HyperHeuristicsfor Exam Timetabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:oNZyr7d5Mn4C,"R Qu, E Burke",
