title,link,authors,publication
The automatic assessment of formal specification coursework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4xDN1ZYqzskC,"Z Shukur, E Burke, E Foxley","Journal of Computing in Higher Education 11 (1), 86-119, 1999"
"Practice and Theory of Automated Timetabling: First International Conference Edinburgh, UK, August 29–September 1, 1995 Selected Papers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:bbjcffOLshcC,"E Burke, P Ross","Springer Berlin Heidelberg, 1996"
The Ceilidh Courseware System,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lvd772isFD0C,"S Benford, E Burke, E Foxley, N Gutteridge, AM Zin","Representation; Multimedia Materials; Ukraine; United States, 181, 1993"
The Design Document for Ceilidh Version 2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:F9fV5C73w3QC,"S Benford, E Burke, E Foxley, N Gutteridge, AM Zin","LTR Report, Computer Science Dept, Nottingham University, 1993"
Constraint propagation over ordered domains,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IaI1MmNe2tcC,"B Li, E Burke, D Elliman","University of Nottingham. Department of Computer Science, 1991"
Scheduling air traffic controllers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:RMgMIBzvq-4C,"R Conniss, T Curtis, S Petrovic","10th International Conference of the Practice and Theory of Automated …, 2014"
Multilevel search for evolving the acceptance criteria of a hyper-heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1taIhTC69MYC,"M Hyde, E Ozcan, EK Burke","MISTA 2009, 798-801, 2009"
A study of simulated annealing hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:K3LRdlH-MEoC,"EK Burke, G Kendall, M Mısır, E Özcan","Proceedings of the international conference on the practice and theory of …, 2008"
Evolutionary and meta-heuristic scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:NyGDZy8z5eUC,"KC Tan, E Burke, TH Lee","European Journal of Operational Research 177 (3), 1852-1854, 2007"
PATAT 2006: Proceedings of the 6th International Conference on the Practice and Theory of Automated Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:dshw04ExmUIC,"E Burke, H Rudová",
A niche for parallel island models: outliers and local search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:2tRrZ1ZAMYUC,"S Gustafson, EK Burke","2005 International Conference on Parallel Processing Workshops (ICPPW'05 …, 2005"
A review of existing interfaces of automated examination and lecture scheduling systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:owLR8QvbtFgC,"B McCollum, S Ahmadi, E Burke, R Barone, P Cheng, P Cowling","PATAT, 262-264, 2002"
Hybrid evolutionary techniques for the maintenance scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4X0JR2_MtJMC,"EK Burke, AJ Smith",
Multidisciplianry Scheduling: Theory and Applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QVtou7C4vgoC,"G Kedall, E Burke, S Petrovic, M Gendreou","1st Multidisciplinary International Conference Scheduling Theory and …, 0"
A constructive framework for the preventive signalling maintenance crew scheduling problem in the Danish railway system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:g30IDTdgJMgC,"SM Pour, K Marjani Rasmussen, JH Drake, EK Burke","Journal of the Operational Research Society 70 (11), 1965-1982, 2019"
A comparison of crossover control mechanisms within single-point selection hyper-heuristics using HyFlex,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lbI08cpqPnQC,"JH Drake, E Özcan, EK Burke","2015 IEEE Congress on Evolutionary Computation (CEC), 3397-3403, 2015"
Pareto efficient multi-objective regression test suite prioritisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:orDZ08hpP44C,"MG Epitropakis, S Yoo, M Harman, EK Burke","RN 14 (01), 01, 2014"
Hyperils: an effective iterated local search hyper-heuristic for combinatorial optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:In6cVmBjs0IC,"G Ochoa, EK Burke","International conference of the practice and theory of automated timetabling …, 2014"
Evolutionary squeaky wheel optimization: a new framework for analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_Qo2XoVZTnwC,"J Li, AJ Parkes, EK Burke","Evolutionary computation 19 (3), 405-428, 2011"
Evolutionary squeaky wheel optimization: A new analysis framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IvSMUa3B7yYC,"J Li, AJ Parkes, EK Burke","Evolutionary Computation, 2011"
Choquet integral for combining heuristic values for exam timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SxCCDk4iOpsC,"TC Pais, E Burke","PATAT 2010, 305, 2010"
Multilevel search for choosing hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qsWQJNntlusC,"E Ozcan, EK Burke","Proceedings of the 4th Multidisciplinary International Scheduling Conference …, 2009"
Conflict inheritance in sectioning and space planning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:otzGkya1bYkC,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","Proceedings of the 7th International Conference on the Practice and Theory …, 2008"
"Enrollment generators, clustering and chromatic numbers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wMgC3FpKEyYC,"C Beyrouthy, EK Burke, B McCollum, P McMullan, AJ Parkes","Proceedings of the 7th international conference on the practice and theory …, 2008"
Surgery allocation and scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:R3hNpaxXUhUC,"EK Burke, A Riise","Proceedings of the 7th International Conference of Practice and Theory of …, 2008"
Investigating a hybrid metaheuristic for job shop rescheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PYBJJbyH-FwC,"S Abdullah, U Aickelin, E Burke, A Mohamed Din, R Qu","Australian Conference on Artificial Life, 357-368, 2007"
A randomised iterative improvement algorithm with composite neighbourhood structures for university course timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Dem6FJhTUoYC,"S Abdullah, E Burke, B McCollum","Proceedings of MIC05: The 6th Metaheuristic International Conference, 2005"
Departure Runway Scheduling at London Heathrow Airport Extended Abstract,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SjuI4pbJlxcC,"J Atkin, E Burke, J Greenwood, D Reeson","School of Computer Science and Information Technology, University of Nottingham, 2004"
SpaceMAP-applying metaheuristics to real world space allocation problems in academic institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tH6gc1N1XXoC,"EK Burke, C Beyrouthy, JDL Silva, B McCollum, P McMullan","Proceedings of the 5th International Conference on the Practice and Theory …, 2004"
On the complexity of the double digest problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:iyewoVqAXLQC,"J Błażewicz, E Burke, M Jaroszewski, M Kasprzak, B Paliswiat, ...","Control and Cybernetics 33 (1), 133-140, 2004"
Colorings and Related Topics.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:GiYFt9mpioMC,"Z Tuza, GZ Gutin, M Plurnmer, A Tucker, EK Burke, D de Werra, ...","Handbook of Graph Theory, 340-483, 2003"
GECCO-2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SPgmg5JLkoEC,"WB Langdon, G Rudolph, E Cantú-Paz, J Wegener, K Mathias, L Bull, ...","Conference on Genetic Algorithms (ICGA-2002), 2002"
Variable neighbourhood search for nurse rostering problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tgTmbKTkO1IC,"E Burke, P De Causmaecker, S Petrovic, GV Berghe","MCG RESENDE & J. PINHO DE SOUSA (EDS.), METAHEURISTICS: COMPUTER DECISION …, 2002"
A New Approach to Packing Non-Convex Polygons Using the No Fit Polygon and Meta-Heuristic and Evolutionary Algorithms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:NMxIlDl6LWMC,"E Burke, G Kendall","Adaptive Computing in Design and Manufacture V, 193-204, 2002"
On the performance of population-based metaheuristics for the space allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:MhiOAD_qIWkC,"EK Burke, P Cowling, A Silva","Proceedings of the 2001 Metaheuristics International Conference (MIC 2001, 2001"
Multiple-retrieval case-based reasoning for course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uDGL6kOW6j0C,"E Burke, B MacCarthy, S Petrovic, R Qu","Technical Report NOTTCS-TR-2004-3, School of CSiT, University of Nottingham, UK, 2001"
Implementation and performance improvement of the evaluation of a two dimensional bin packing problem using the no fit polygon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ns9cj8rnVeAC,"EK Burke, G Kendall","University of Nottingham Technical Report# ASAP99001, 1999"
Developer's Guide to Ceilidh,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:AHdEip9mkN0C,"SD Benford, EK Burke, E Foxley","Learning Technology Research Computer Science Department, Univ. of …, 0"
A cutoff time strategy based on the coupon collector’s problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:DUFsPKDdMi0C,"FG Lobo, M Bazargani, EK Burke","European Journal of Operational Research 286 (1), 101-114, 2020"
Generic software subgraph isomorphism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:CYCckWUYoCcC,"J Swan, M Harman, G Ochoa, E Burke","4 th Symposium on Search Based-Software Engineering, 43, 2012"
An adaptive tie breaking and hybridisation hyper-heuristic for exam timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9ZlFYXVOiuMC,"EK Burke, R Qu, A Soghier","Nature Inspired Cooperative Strategies for Optimization (NICSO 2011), 205-223, 2011"
Adaptive Construction of Nurse Schedules: A Shift Sequence Based Approach and New Benchmarks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:U4n9YNQMCAIC,"P Brucker, E Burke, T Curtois, R Qu, GV Berghe",
Great Deluge Algorithm for Protein Structure Prediction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qjMakFHDy7sC,"E Burke, Y Bykov, J Hirst",
Statistical Analysis in MiroSot,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:7Hz3ACDFbsoC,"JL Baxter, JM Garibaldi, EK Burke, M Norman","3URFHHGLQJV RI WKH), 5$ 5RERZRUOG &RQJUHVV, 2005"
"Genetic and Evolutionary Computation: GECCO 2004:[Sixth Annual] Conference, Seattle (WA), USA, 26-30.06. 2004: Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SIv7DqKytYAC,"K Deb, R Poli, W Banzhaf, HG Beyer, E Burke, P Darwen, D Dasgupta, ...","Springer, 2004"
"Case Based Heuristic Selection investigation of Hill Climbing, Simulated Annealing and Tabu Search for Exam Timetabling Problems",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:43bX7VzcjpAC,"EK Burke, AJ Eckersley, B McCollum, S Petrovic, R Qu","Proceedings of the Conference on the Practice and Theory of Automated …, 2002"
Structured Cases in CBR—Re-using and Adapting Cases for Time-tabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hvmnpdAuIbkC,"EK Burke, B MacCarthy, S Petrovic, R Qu","Research and Development in Intelligent Systems XVI, 191-203, 2000"
A hyper-heuristic approach based upon a hidden Markov model for the multi-stage nurse rostering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ovGv7akYl-cC,"A Kheiri, A Gretsista, E Keedwell, G Lulli, MG Epitropakis, EK Burke","Computers & Operations Research 130, 105221, 2021"
The practice and theory of automated timetabling (2012),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WWeOtg8bX_EC,"E Özcan, EK Burke, B McCollum, D Kjenstad, A Riise","Annals of Operations Research 239 (1), 1-2, 2016"
On parallel local search for permutations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:x21FZCSn4ZoC,"A Riise, EK Burke","Journal of the Operational Research Society 66 (5), 822-831, 2015"
Data structures for higher-dimensional rectilinear packing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:zA6iFVUQeVQC,"SD Allen, EK Burke","INFORMS Journal on Computing 24 (3), 457-470, 2012"
A Hybrid evolutionary algorithm for the generalized surgery scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lg2tdxc6qMwC,"A Riise, E Burke, C Mannino","PATAT 2012, 426, 2012"
The simplified partial digest problem: Approximation and a graph-theoretic model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1Ye0OR6EYb4C,"J Blazewicz, EK Burke, M Kasprzak, A Kovalev, MY Kovalyov","European journal of operational research 208 (2), 142-152, 2011"
An analysis of constructive algorithms for airport baggage sorting station assignment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HhcuHIWmDEUC,"A Asc, JAD Atkin, EK Burke","Journal of Scheduling, 2011"
Semidefinite programming relaxations in timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1sJd4Hv_s6UC,"EK Burke, J Marecek, AJ Parkes","PATAT 2010, 481, 2011"
Preface for the special volume on computational intelligence in scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:CMvovTBb2okC,"G Kendall, KC Tan, E Burke, S Smith","Annals of Operations Research 180 (1), 1-1, 2010"
What is a hyper-heuristic?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:abG-DnoFyZgC,"G Kendall, EK Burke","Wiley Encyclopedia of Operations Research and Management Science, 2010"
Recent work on planning and management of university teaching space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4OULZ7Gr8RgC,"AJ Parkes, B McCollum, P McMullan, EK Burke","Proceedings of the 4th Multidisciplinary International Scheduling Conference …, 2009"
Evolving human-competitive reusable 2D strip packing heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:08ZZubdj9fEC,"M Hyde, EK Burke, G Kendall","Proceedings of the 11th Annual Conference Companion on Genetic and …, 2009"
A new hybrid placement strategy for the three-dimensional strip packing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:CB2v5VPnA5kC,"S Allen, EK Burke, G Kendall","Technical report, University of Nottingham, Dept of Computer Science, 2009"
Real-world evaluation of a novel potential field sharing method,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:jE2MZjpN3IcC,"JL Baxter, EK Burke, JM Garibaldi, M Norman","Proceedings of 5th International Conference on Computational Intelligence …, 2008"
Ann Oper Res manuscript No.(will be inserted by the editor) A Branch-and-cut Procedure for the Udine Course Timetabling Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:zCSUwVk65WsC,"E Burke, J Marecek, A Parkes, H Rudová",
Clustering within timetabling conflict graphs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:DBa1UEJaJKAC,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","Proceedings of the 3rd Multidisciplinary International Scheduling Conference …, 2007"
"Parallel Problem Solving from Nature-PPSN IX: 9th International Conference, Reykjavik, Iceland, September 9-13, 2006, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:cww_0JKUTDwC,"TP Runarsson, HG Beyer, E Burke, JJ Merelo-Guervós, LD Whitley, X Yao","Springer, 2006"
"Proceedings of the 9th International Conference on Parallel Problem Solving from Nature (PPSN IX), Reykjavik, Iceland, September 9-13, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:w0odbtu79TwC,"TP Runarsson, HG Beyer, E Burke, JJ Merelo-Guervas, LD Whitley, X Yao","Springer, 2006"
"Practice and theory of automated timetabling VI: proceedings of the 6th international conference...: 30th August-1st September 2006, Faculty of Informatics, Masaryk University …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ULOm3_A8WrAC,E Burke,"Masaryk University, 2006"
Forecasting flight schedule robustness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:cK4Rrx0J3m0C,"E Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck","Proceedings of the second Multidiciplinary International Conference On …, 2005"
A comparison of computational methods for the maximum contact map overlap of protein pairs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ALROH1vI_8AC,"N Krasnogor, G Lancia, A Zemla, W Hart, R Carr, J Hirst, E Burke","working paper. 2005. URL\url {http://citeseer. ist. psu. edu/659931. html}, 2005"
Departure runway scheduling at London Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QKtdBID3u5MC,"JAD Atkin, EK Burke, JS Greenwood, D Reeson",
Solving a shipper rationalisation problem with a simulated annealing based hyperheuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6_hjMsCP8ZoC,"K Dowsland, E Soubeiga, E Burke","Technical Report NOTTCSTR-2004-1, School of Computer Science and Information …, 2004"
A real-world workforce scheduling problem in the hospitality industry: Theoretical models and algorithmic methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:nRpfm8aw39MC,"EK Burke, E Soubeiga","URL: http://webhost. ua. ac. be/eume/workshops/reallife/burke. pdf, 2003"
A computer based system for space allocation optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1yWc8FF-_SYC,"EK Burke, JD Cowling, JD Landa, B McCollum, D Varley","Proceedings of the 27th International Conference on Computers and Industrial …, 2000"
Selected papers from the Third International Conference on Practice and Theory of Automated Timetabling III,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qbqt7gslDFUC,"EK Burke, W Erben","Springer-Verlag, 2000"
The Command Line Interface to Ceilidh,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:v1_lew4L6wgC,"S Benford, E Burke, E Foxley","LTR Report, Computer Science Dept, Nottingham University, 1993"
Unification and equation solving in nilpotent groups and monoids,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:d1gkVwhDpl0C,EK Burke,"University of Leeds, 1991"
A statistical approach for taxi time estimation at London Heathrow Airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:TQgYirikUcIC,"JAD Atkin, EK Burke, S Ravizza","Maxim Sviridenko, IBM Watson Research Center Steef van de Velde, Erasmus …, 2011"
Dynamic Data Structures for Taskgraph Scheduling Policies with Applications in OpenCL Accelerators,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tOudhMTPpwUC,"J Marecek, AJ Parkes, EK Burke, R Elliot, H Francis, A Lokhmotov","FOWLER, J. KENDALL, G 43 (44), 322-334, 2011"
Automatic generation of three-dimensional packing heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:pyW8ca7W8N0C,"SD Allen, EK Burke","Technical report, University of Nottingham, 2010"
On the approximability of the Simplified Partial Digest Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IjCSPb-OGe4C,"J Blazewicz, EK Burke, M Kasprzak, A Kovalev, MY Kovalyov","Discrete applied mathematics 157 (17), 3586-3592, 2009"
Evaluating the space planning benefits of partitionable rooms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:-7ulzOJl1JYC,"C Beyrouthy, EK Burke, B McCollum, P McMullan, AJ Parkes","Proceedings of the 7th International Conference on the Practice and Theory …, 2008"
Heuristic strategies to modify existing timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:RGFaLdJalmkC,"EK Burke, B McCollum, P McMullan, J Yellen","PATAT08, Montreal, Canada, 2008"
Hybrid Variable Neighborhood Approaches to Exam Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PkcyUWeTMh0C,"EK Burke, AJ Eckersley, B McCollum, S Petrovic, R Qu","7ª Metaheuristics Internacional Conference (MIC), Montreal, Canada, 2007"
An investigation of population-based hyper-heuristics for graph colouring,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:a0OBvERweLwC,"EK Burke, N Pham, R Qu","Proc. 7th Meta. Int. Conf, 2007"
A new time window model for integrated optimisation of airline schedules for robustness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:q-HalDI95KYC,"E Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck, ...","proceedings of CASPT 2006, Leeds, UK, 2006"
