title,link,authors,publication
Stratified random sampling technique for integrated two-stage multi-neighbourhood tabu search for examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:qUcmZB5y_30C,"AM Ab Malik, M Ayob, AR Hamdan","2010 10th International Conference on Intelligent Systems Design and …, 2010"
Adaptive randomized descent algorithm using round robin for solving course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:QIV2ME_5wuYC,"A Abuhamdah, M Ayob","2010 10th International Conference on Intelligent Systems Design and …, 2010"
Solving text clustering problem using a memetic differential evolution algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:7T2F9Uy0os0C,"HMJ Mustafa, M Ayob, D Albashish, S Abu-Taleb","PloS one 15 (6), e0232816, 2020"
An Exponential Monte-Carlo Local Search Algorithm for the Berth Allocation Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:maZDTaKrznsC,"NR Sabar, G Kendall, M Ayob","10th International Conference on the Practice and Theory of Automated …, 2014"
Local search heuristics for the one dimensional bin packing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:j3f4tGmQtD8C,"MZAN Masri Ayob, YX Fei","Journal of Applied Sciences 13 (6), 919-923, 2013"
Multi-parent insertion crossover for vehicle routing problem with time windows,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:ns9cj8rnVeAC,"ET Yassen, M Ayob, MZA Nazri, NR Sabar","2012 4th Conference on Data Mining and Optimization (DMO), 103-108, 2012"
The effect of learning mechanism in Variables Neighborhood Search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:k_IJM867U9cC,"RA Aziz, M Ayob, Z Othman","2012 4th Conference on Data Mining and Optimization (DMO), 109-113, 2012"
Hybridization of heuristic approach with variable neighborhood descent search to solve nurse Rostering problem at Universiti Kebangsaan Malaysia Medical Centre (UKMMC),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:cFHS6HbyZ2cC,"E Sharif, M Ayob, M Hadwan","2011 3rd Conference on Data Mining and Optimization (DMO), 178-183, 2011"
An investigation of timetable satisfaction factors for a practical university course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:olpn-zPbct0C,"XF Yang, M Ayob, MZA Nazri","2017 6th International Conference on Electrical Engineering and Informatics …, 2017"
THE EFFECT OF HYBRIDIZING LOCAL SEARCH ALGORITHMS WITH HARMONY SEARCH FOR THE VEHICLE ROUTING PROBLEM WITH TIME WINDOWS.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:70eg2SAEIzsC,"ET YASSEN, M AYOB, A NAZRI, M ZAKREE","Journal of Theoretical & Applied Information Technology 73 (1), 2015"
Scatter search for solving the course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:JV2RwH3_ST0C,"GM Jaradat, M Ayob","2011 3rd conference on data mining and optimization (DMO), 213-218, 2011"
A semi-cyclic shift patterns approach for nurse rostering problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:e5wmG9Sq2KIC,"M Hadwan, M Ayob","2011 3rd Conference on Data Mining and Optimization (DMO), 184-189, 2011"
An on-line constructive heuristic to optimise the hybrid pick and place machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:-f6ydRqryjwC,"M Ayob, G Kendall","School of CSIT, The University Of Nottingham, Nottingham, UK, 2005"
Hybrid cuckoo search for the capacitated vehicle routing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:evX43VCCuoAC,"M Alssager, ZA Othman, M Ayob, R Mohemad, H Yuliansyah","Symmetry 12 (12), 2088, 2020"
Enhanced clustering models with wiki-based k-nearest neighbors-based representation for web search result clustering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:_Ybze24A_UAC,"AS Abdulameer, S Tiun, NS Sani, M Ayob, AY Taha","Journal of King Saud University-Computer and Information Sciences, 2020"
Climbing harmony search algorithm for nurse rostering problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:9vf0nzSNQJEC,"M Hadwan, M Ayob, M Al-Hagery, BN Al-Tamimi","International conference of reliable information and communication …, 2018"
A constructive heuristic for police patrol routing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:bnK-pcrLprsC,"ET Yassen, A Arram, M Ayob, MZA Nazri","Pertanika J. Sci. Technol 25, 87-96, 2017"
A hybrid simulated annealing with tabu list and allowable solutions memory to solve university course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:t6usbXjVLHcC,"A Alhroob, H Tarawneh, M Ayob","European Journal of Scientific Research 126 (1), 84-94, 2014"
Adaptive guided variable neighborhood search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:g5m5HwL7SMYC,"RA Aziz, M Ayob, Z Othman, HM Sarim","Journal of Applied Sciences 13 (6), 883-888, 2013"
A hybrid of differential evolution and simulated annealing algorithms for the capacitated ARC routing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:mvPsJ3kp5DgC,"NR Sabar, M Ayob, G Kendall","Proceedings of the 6th Multidisciplinary International Conference on …, 2013"
Simulated annealing with dynamic initial temperatures for university course timetable problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:NhqRSupF_l8C,"HY Tarawneh, M Ayob, Z Ahmad","Journal of Engineering and Applied Sciences 8 (2), 58-63, 2013"
Component pick and place scheduling for surface mount device placement machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:f2IySw72cVMC,"M Ayob, MZA Nazri, S Zainuddin, TB Kurniawan","Int. J. Soft Comput. 8 (1), 29-41, 2013"
The harmony search algorithms in solving combinatorial optimization problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:fPk4N6BV_jEC,"M Ayob, M Hadwan, HM Sarim","Research Journal of Applied Sciences 8 (3), 191-198, 2013"
A Comparison between Hybrid Population-based Approaches for solving Post-Enrolment Course Timetabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:iH-uZ7U-co4C,"GM Jaradat, M Ayob","IJCSNS Int. J. Comput. Sci. Netw. Security 11 (11), 116, 2011"
A Variable Neighbourhood Search for Component Pick-and-Place Sequencing in Printed Circuit Board Assembly,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&pagesize=100&citation_for_view=HRkZPK4AAAAJ:9ZlFYXVOiuMC,M Ayob,"IJCSNS 7 (7), 184, 2007"
Component pick-and-place scheduling using a weighted nozzle rank approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:TQgYirikUcIC,"M Ayob, G Kendall","Computer Science Technical Report, 2005"
A variable neighbourhood monte carlo search for component placement sequencing of multi head placement machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:ZeXyd9-uunAC,"M Ayob, G Kendall","SUBMITTED TO JOURNAL OF INTELLIGENT MANUFACTURING, 2005"
Intelligent tutoring tool for digital logic design course (ITDiL),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:8k81kl-MbHgC,"M Ayob, K Chellappan, NM Ali","Proceedings of IEEE Region 10 International Conference on Electrical and …, 2001"
Mel-frequency cepstral coefficient features based on standard deviation and principal component analysis for language identification systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:uJ-U7cs_P_0C,"MAA Albadr, S Tiun, M Ayob, M Mohammed, FT AL-Dhief","Cognitive Computation 13 (5), 1136-1153, 2021"
A dynamic two-Layers MI and clustering-based ensemble feature selection for multi-labels text classification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:tzM49s52ZIMC,"AY Taha, S Tiun, AH Abd Rahman, M Ayob, A Sabah","Journal of Advanced Computer Science and Applications 11 (7), 2020"
Deluge harmony search algorithm for nurse rostering problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:W5xh706n7nkC,"M Hadwan, M Ayob, MA Rassam, EA Hezam","2019 First International Conference of Intelligent Computing and Engineering …, 2019"
Multi-objectives memetic discrete differential evolution algorithm for solving the container pre-marshalling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:5awf1xo2G04C,"HMJ Mustafa, M Ayob, MZA Nazri, S Abu-Taleb","Journal of Information and Communication Technology 18 (1), 77-96, 2018"
Cheapest insertion constructive heuristic based on two combination seed customer criterion for the capacitated vehicle routing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:eJXPG6dFmWUC,"M Alssager, ZA Othman, M Ayob","Int. J. Adv. Sci. Eng. Inf. Technol, 2017"
Reduction operators for magnetic optimization algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:4JMBOYKVnBMC,"MM Kashani, M Ayob","Journal of Applied Sciences 14 (24), 3446-3454, 2014"
A case study of practical course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:bEWYMUwI8FkC,"RA Aziz, M Ayob, Z Othman","International Journal of Computer Science and Network Security 11 (10), 152-155, 2011"
A new model for examination room assignment problem: Case Study at University Kebangsaan Malaysia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:isC4tDSrTZIC,"M Qamal, M Ayob","2008 International Symposium on Information Technology 2, 1-6, 2008"
A Heuristic for Scheduling Examination to Room Based on Exam Duration Length,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:EkHepimYqZsC,"AM Ab Malik, M Ayob, AR Hamdan",
Hybrid bird mating optimizer with single-based algorithms for combinatorial optimization problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:VLnqNzywnoUC,"A Arram, M Ayob, A Sulaiman","IEEE Access 9, 115972-115989, 2021"
Enhancing web search result clustering model based on multiview multirepresentation consensus cluster ensemble (mmcc) approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:fEOibwPWpKIC,"A Sabah, S Tiun, NS Sani, M Ayob, AY Taha","Plos one 16 (1), e0245264, 2021"
Smart Root Search (SRS): A Novel Nature-Inspired Search Algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:2KloaMYe4IUC,"NK Naseri, EA Sundararajan, M Ayob, A Jula","Symmetry 12 (12), 2025, 2020"
Mobile-based Hospital Bed Management with Near Field Communication Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:NJ774b8OgUMC,"MC Lam, M Ayob, JY Lee, N Abdullah, FA Hamzah, SSM Zahir","Engineering, Technology & Applied Science Research 10 (3), 5706-5712, 2020"
Smart Root Search (SRS): A New Search Algorithm to Investigate Combinatorial Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:_xSYboBqXhAC,"NK Naseri, E Sundararajan, M Ayob, A Jula","2015 Seventh International Conference on Computational Intelligence …, 2015"
Diversity measurement for a solution of team orienteering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:M05iB0D1s5AC,"HA Alkhazaleh, M Ayob, Z Othman, Z Ahmad","International Journal of Advancements in Computing Technology 5 (16), 21, 2013"
MYNDA-An Intelligent Data Mining Application Generator,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:hMod-77fHWUC,"ZA Othman, AR Hamdan, A Abu Bakar, S Zainudin, HM Sarim, MZA Nazri, ...","International Visual Informatics Conference, 217-230, 2011"
A Computer Aided Learning Software for Digital Logic Design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:TFP_iSt0sucC,"AM Zin, M Ayob, K Chelappan, S Zainuddin, R Hassan","Proc. of International Forum Cum Conference on Information Technology and …, 2000"
An iterative re-start variable neighbourhood search for the examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:ipzZ9siozwsC,"M Ayob, EK Burke, G Kendall","PRACTICE AND THEORY OF AUTOMATED TIMETABLING. LNCS, 1996"
Speech emotion recognition using optimized genetic algorithm-extreme learning machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:epqYDVWIO7EC,"MAA Albadr, S Tiun, M Ayob, FT AL-Dhief, K Omar, MK Maen","Multimedia Tools and Applications, 1-27, 2022"
Unified Graph-Based Missing Label Propagation Method for Multilabel Text Classification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:zLWjf1WUPmwC,"AY Taha, S Tiun, AHA Rahman, M Ayob, AS Abdulameer","Symmetry 14 (2), 286, 2022"
A self-adaptation algorithm for quay crane scheduling at a container terminal,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:uc_IGeMz5qoC,"ET Yassen, M Ayob, AA Jihad, MZA Nazri","IAES International Journal of Artificial Intelligence 10 (4), 919, 2021"
An IoT-based Prediction Technique for Efficient Energy Consumption in Buildings,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:yB1At4FlUx8C,"S Goudarzi, MH Anisi, SA Soleymani, M Ayob, S Zeadally","IEEE Transactions on Green Communications and Networking 5 (4), 2076-2088, 2021"
Extreme Learning Machine for Automatic Language Identification Utilizing Emotion Speech Data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:nrtMV_XWKgEC,"MAA Albadr, S Tiun, M Ayob, FT Al-Dhief, TAN Abdali, AF Abbas","2021 International Conference on Electrical, Communication, and Computer …, 2021"
Smoothing Secant Line Slope Using Aggregation Fischer Burmeister Function,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:Fu2w8maKXqMC,"A Ghazvini, SNHS Abdullah, M Ayob","IEEE Access 8, 100521-100532, 2020"
Hyper Heuristic for Solving Quay Crane Scheduling Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:dQ2og3OwTAUC,"ET Yassen, M Ayob, AA Jihad, MZA Nazri","Journal of Southwest Jiaotong University 54 (3), 2019"
Computer and Information Sciences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:5ugPr518TE4C,"GM Jaradat, A Al-Badareen, M Ayob, M Al-Smadi, I Al-Marashdeh, ...",
A special issue devoted to the Advances in Artificial Intelligence Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:N5tVd3kTz84C,"K Omar, SAM Noah, MK Hasan, M Ayob","PERTANIKA JOURNAL OF SCIENCE AND TECHNOLOGY 25, 2017"
Nonlinear regression in tax evasion with uncertainty: a variational approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:XiVPGOgt02cC,"M Mobasher-Kashani, M Ayob, AA Bakar, R Tanabandeh, K Taheri, ...","Pertanika Journal of Science and Technology 25 (S6), 151-162, 2017"
2015 Index IEEE Transactions on Cybernetics Vol. 45,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:08ZZubdj9fEC,"AI Adamatzky, CK Ahn, WA Albukhanajer, FE Alsaadi, B An, ...","IEEE Transactions on Cybernetics 45 (12), 2949, 2015"
A Constructive Heuristic for Discreet Berth Allocation Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:bFI3QPDXJZMC,"M Ayob, MZA Nazri, TB Kurniawan, YX Fei, ET Yassen","International Journal of Advancements in Computing Technology 6 (2), 31, 2014"
Constructive Heuristics for Team Orienteering Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:NaGl4SEjCO4C,"HA Alkhazaleh, M Ayob, Z Othman, Z Ahmad","Journal of Applied Sciences 13 (6), 876-882, 2013"
Population based local search for university course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:VOx2b1Wkg3QC,"M Ayob, NR Sabar, A Abuhamdah, G Kendall",
State-Of-The-Art on Reactive Search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:35N4QoGY0k4C,"MZAN Masri Ayob, AR Hamdan, EB Nababan, HM Sarim","IJCSNS 11 (10), 196, 2011"
Solving the viva presentations timetabling problem: A case study at FTSM-UKM,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:3s1wT3WcHBgC,"M Ayob, GM Jaradat, AR Hamdan, HM Sarim, MZA Nazri","Proceedings of the 2011 International Conference on Electrical Engineering …, 2011"
"great number of referees. We hereby express our gratitude for their sustained efforts, without which our activity could not have been carried out. The Editors Karen Aardal",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:4OULZ7Gr8RgC,"P Abad, K Abayomi, FB Abdelaziz, S Abdullah, E Abensur, R Aboolian, ...","Ann Oper Res 191, 263-274, 2011"
Solving Examination Timetabling Problems using Honey-bee Mating,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:0KyAp5RtaNEC,"NR Sabar, M Ayob, G Kendall",
Resource Estimation for Optimized Allocation of Course Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:pqnbT2bcN3wC,"M Nizam Mohmad Kahar, M Ayob","Proceedings of the International Conference on Electrical Engineering and …, 2007"
A Heuristic for Scheduling Examination to Room Based on Exam Duration Length,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:hC7cP41nSMkC,"A Md Ab Malik, M Ayob, A Razak Hamdan","Proceedings of the International Conference on Electrical Engineering and …, 2007"
The 2007 IEEE Computational Intelligence in Scheduling Symposium (CISsched),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:2P1L_qKh6hAC,"H Abbass, S Abdullah, S Ahmadi, U Aickelin, H Alfares, M Ayob, R Bai, ...","IEEE, 2007"
Rekabentuk sistem pemprosesan tesis secara automatik,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:RGFaLdJalmkC,"J Salim, S Othman, Z Shukur, R Hassan, M Ayob",
Penghasilan Nombor Pengkelasan Secara Automatik,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:RYcK_YlVTxYC,"MS Othman, Z Shukur, J Salim, M Ayob","Jurnal Antarabangsa Teknologi Maklumat 2, 65-81, 2002"
Stock Price Prediction in KLSE Using Neural Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:pyW8ca7W8N0C,"MF Nasrudin, K Omar, M Ayob, M Surip","Jurnal Antarabangsa Teknologi Maklumat 1, 91-106, 2001"
"ISSUES IN SURGICAL SCHEDULING PROBLEM: UNCERTAINTY, CAPACITY PLANNING, REQUEST AND DEMAND",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:9Nmd_mFXekcC,"N ABDULLAH, M AYOB, MC LAMb, NR SABAR",
SIMULATED ANNEALING FOR OPTIMISING SURGICAL SCHEDULING CONSIDERING DIFFERENT REAL-LIFE CONSTRAINTS FOR ELECTIVE PATIENTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:XD-gHx7UXLsC,"M Ayob, DM Zaman",
MONTHLY ROSTER MODEL FOR ANAESTHETIST ROSTERING PROBLEM AT HOSPITAL CANSELOR TUANKU MUHRIZ,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:t7zJ5fGR-2UC,"N ABDULLAH, M AYOB, MC LAMb, NR SABAR",
ANAESTHETIST ROSTERING MOBILE APPLICATION FOR HOSPITAL CANSELOR TUANKU MUHRIZ,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:z_wVstp3MssC,"N ABDULLAH, M AYOB, RNRA ANUAR",
CHALLENGES IN MULTI-LAYER DATA SECURITY FOR VIDEO STEGANOGRAPHY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:j8SEvjWlNXcC,"S KAMIL, M AYOB, SNH SHEIKHABDULLAH, Z AHMAD",
Enhanced Harmony Search Algorithm for Nurse Rostering Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:JQOojiI6XY0C,"M Hadwan, M Ayob, NR Sabar",
Resource Estimation for Optimized Allocation of Course Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:BrmTIyaxlBUC,"MNM Kahar, M Ayob",
Greedy Constructive Heuristic and Simulated Annealing for Solving The Nurse Rostering Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:P5F9QuxV20EC,"RA Abobaker, M Ayob, M Hadwan",
KEYNOTE AND PLENARY ADDRESSES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:a0OBvERweLwC,"F Famili, P McMullan, B McCollum, G Hayardisi, IS Sitanggang, ...",
A Triple objective function with a chebychev dynamic point specification approach to optimise the surface mount placement machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:yD5IFk8b50cC,"M Ayob, G Kendall",
A CASE OF COMPUTER LITERACY AMONGST STUDENTS OF UNIVERSITI KEBANGSAAN MALAYSIA (UKM),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:u_35RYKgDlwC,"HB Zamaii, S Sarpan, NA Mukti, NAM Zin, HM Judi, HM Amin, M Ayob, ...",
VOLUME 2 JUNE 2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HRkZPK4AAAAJ&cstart=100&pagesize=100&citation_for_view=HRkZPK4AAAAJ:rO6llkc54NcC,"MS Othman, Z Shukur, J Salim, M Ayob, GW Nurcahyo, RA Alias, ...",
